,Unnamed: 0,patrimonio,fecha_cierre,id
0,0,11.80456920962544,2022-02-28,21636
1,1,3.66808983990638,2022-02-28,707
2,2,5.032122775737679,2022-02-28,708
3,3,12.470881197215338,2022-02-28,23736
4,4,2.3703371950448644,2022-02-28,9796
5,5,10.39789820481493,2022-02-28,4902
6,6,12.642150783158495,2022-02-28,9709
7,7,9.196255544860398,2022-02-28,23619
8,8,11.558881387898378,2022-02-28,10888
9,9,8.729954715509809,2022-02-28,6835
10,10,13.19401779662868,2022-02-28,5250
11,11,12.927107854725664,2022-02-28,33312
12,12,9.246808839635626,2022-02-28,6374
13,13,5.203874810249561,2022-02-28,2062
14,14,13.692379662462496,2022-02-28,7855
15,15,4.052080556280727,2022-02-28,14907
16,16,11.180930018553289,2022-02-28,1157
17,17,7.8946725871205725,2022-02-28,15628
18,18,10.49846659571882,2022-02-28,6071
19,19,11.287113093020272,2022-02-28,9459
20,20,4.629189401165602,2022-02-28,10402
21,21,12.974975877628912,2022-02-28,10246
22,22,11.346542344859994,2022-02-28,33969
23,23,9.519666683738803,2022-02-28,1526
24,24,13.363776541548276,2022-02-28,35105
25,25,13.45442640487667,2022-02-28,5192
26,26,8.157617186323085,2022-02-28,36743
27,27,11.048009352337358,2022-02-28,25883
28,28,12.316400126367943,2022-02-28,28179
29,29,13.130171645381026,2022-02-28,26854
30,30,10.91745850798621,2022-02-28,32759
31,31,1.2612978709452054,2022-02-28,33129
32,32,11.227557539480356,2022-02-28,5185
33,33,4.119232277729879,2022-02-28,3564
34,34,9.253717818545743,2022-02-28,4753
35,35,7.357374692091685,2022-02-28,5877
36,36,10.105893723008156,2022-02-28,1768
37,37,11.897348254882884,2022-02-28,673
38,38,12.540923035526015,2022-02-28,28259
39,39,10.207782648844178,2022-02-28,9976
40,40,9.985455574832192,2022-02-28,24706
41,41,9.12528430539334,2022-02-28,9728
42,42,11.854766289897912,2022-02-28,10786
43,43,11.213140851321214,2022-02-28,28934
44,44,9.400245045790774,2022-02-28,25670
45,45,6.397126302546459,2022-02-28,8099
46,46,10.349998470116113,2022-02-28,35157
47,47,8.416923031221062,2022-02-28,33694
48,48,10.671545572151608,2022-02-28,13813
49,49,14.22351888933682,2022-02-28,15491
50,50,9.616345267706125,2022-02-28,30931
51,51,12.39886082314402,2022-02-28,11063
52,52,7.088877475163939,2022-02-28,17291
53,53,9.955879413278632,2022-02-28,2989
54,54,6.073489135711289,2022-02-28,7543
55,55,13.669583621316626,2022-02-28,23494
56,56,6.809032683504494,2022-02-28,16056
57,57,11.268293667377051,2022-02-28,15207
58,58,6.943476607192984,2022-02-28,35772
59,59,10.405667792435148,2022-02-28,3034
60,60,3.637401932231227,2022-02-28,15516
61,61,9.763877493626092,2022-02-28,26145
62,62,11.368132798696683,2022-02-28,20778
63,63,10.864564747693018,2022-02-28,6407
64,64,9.752827672770511,2022-02-28,2449
65,65,10.675316445805214,2022-02-28,25679
66,66,10.278923704230928,2022-02-28,36360
67,67,10.341729709192144,2022-02-28,30252
68,68,8.266852374735988,2022-02-28,7225
69,69,10.2851810413094,2022-02-28,7226
70,70,4.557292105743628,2022-02-28,2424
71,71,7.069586672180988,2022-02-28,19228
72,72,8.650921839584607,2022-02-28,28666
73,73,12.318028017738555,2022-02-28,30308
74,74,8.690694127327683,2022-02-28,25474
75,75,9.672018376693355,2022-02-28,14124
76,76,8.695990043731152,2022-02-28,12610
77,77,10.370561582192494,2022-02-28,34570
78,78,10.34459833711634,2022-02-28,20933
79,79,13.341847228979285,2022-02-28,33360
80,80,10.078716935884172,2022-02-28,29907
81,81,12.36899875836756,2022-02-28,1240
82,82,10.36603514197181,2022-02-28,6091
83,83,10.80247522618688,2022-02-28,33857
84,84,8.708898582000531,2022-02-28,14351
85,85,11.966940623470435,2022-02-28,27780
86,86,9.332493400843736,2022-02-28,4612
87,87,7.976901681091906,2022-02-28,4617
88,88,10.11274392175774,2022-02-28,23197
89,89,10.186160801750416,2022-02-28,27119
