,Unnamed: 0,patrimonio,fecha_cierre,id
0,0,11.509147929057065,2022-05-31,975
1,1,11.00368331800951,2022-05-31,976
2,2,9.440048091918223,2022-05-31,1000
3,3,10.937441280862249,2022-05-31,1003
4,4,9.246718001240064,2022-05-31,1006
5,5,11.018592076894732,2022-05-31,1011
6,6,10.148721582605592,2022-05-31,1016
7,7,10.152863213733232,2022-05-31,1019
8,8,3.0711180004598804,2022-05-31,1021
9,9,6.833215983052457,2022-05-31,1025
10,10,10.807367657583502,2022-05-31,1026
11,11,11.617721754482416,2022-05-31,1042
12,12,3.243919595307632,2022-05-31,1046
13,13,11.298693177638407,2022-05-31,1056
14,14,8.952278459106846,2022-05-31,1059
15,15,9.758643671457156,2022-05-31,1067
16,16,8.071872184467068,2022-05-31,1073
17,17,3.348569864261468,2022-05-31,1075
18,18,7.899777036574258,2022-05-31,1083
19,19,13.321902665815928,2022-05-31,1092
20,20,8.357385406970584,2022-05-31,1093
21,21,9.66472598496541,2022-05-31,1094
22,22,11.5728537879563,2022-05-31,1097
23,23,6.416640775057672,2022-05-31,1107
24,24,11.42636428862508,2022-05-31,1133
25,25,3.6129159153068975,2022-05-31,1139
26,26,10.494814111281178,2022-05-31,1148
27,27,8.581911071468037,2022-05-31,1152
28,28,11.2429776207134,2022-05-31,1157
29,29,3.599556316153734,2022-05-31,1170
30,30,8.70918187064681,2022-05-31,1181
31,31,5.512008383088048,2022-05-31,1184
32,32,0.346422567474381,2022-05-31,1191
33,33,8.213613959391367,2022-05-31,1193
34,34,7.261913759280528,2022-05-31,1210
35,35,10.146950538754927,2022-05-31,1211
36,36,0.4014570867106256,2022-05-31,1233
37,37,12.389964897303344,2022-05-31,1240
38,38,8.294014139471887,2022-05-31,1245
39,39,11.09857929169054,2022-05-31,1257
40,40,10.518925619223294,2022-05-31,1267
41,41,12.747323159482042,2022-05-31,1280
42,42,11.73790862716228,2022-05-31,1284
43,43,11.043059010315629,2022-05-31,1285
44,44,7.767525605210531,2022-05-31,1293
45,45,5.967748020490666,2022-05-31,1302
46,46,10.929382342611886,2022-05-31,1303
47,47,7.616015184851714,2022-05-31,1307
48,48,10.035668790361726,2022-05-31,1317
49,49,3.4101240864786764,2022-05-31,1319
50,50,10.590165553000482,2022-05-31,1332
51,51,7.097457034985474,2022-05-31,1336
52,52,9.43511947704286,2022-05-31,1337
53,53,12.765209904703257,2022-05-31,1340
54,54,6.859718780735181,2022-05-31,1349
55,55,11.113126653041654,2022-05-31,1376
56,56,10.537879079700836,2022-05-31,1383
57,57,11.767460635133734,2022-05-31,1384
58,58,8.246759375520611,2022-05-31,1393
59,59,12.49965549907917,2022-05-31,1397
60,60,1.4080558529014031,2022-05-31,1408
61,61,10.680882517796569,2022-05-31,1409
62,62,11.2754815777674,2022-05-31,1414
63,63,9.00098495100001,2022-05-31,1421
64,64,10.717805291280383,2022-05-31,1432
65,65,11.515357046278783,2022-05-31,1434
66,66,0.692647055518263,2022-05-31,1443
67,67,-0.0010005003335835,2022-05-31,1450
68,68,10.969366675665082,2022-05-31,1451
69,69,9.707329471009952,2022-05-31,1454
70,70,13.48321679405614,2022-05-31,1461
71,71,10.735944203556034,2022-05-31,1470
72,72,9.20242533051568,2022-05-31,1472
73,73,3.47531487758005,2022-05-31,1485
74,74,11.44133448560777,2022-05-31,1494
75,75,11.245906483104658,2022-05-31,1505
76,76,11.00526994444639,2022-05-31,1509
77,77,5.049663681063734,2022-05-31,1512
78,78,11.040668957178282,2022-05-31,1522
79,79,9.709811355107432,2022-05-31,1526
80,80,10.876889730480595,2022-05-31,1534
81,81,9.346795461430789,2022-05-31,1560
82,82,7.963812474960358,2022-05-31,1576
83,83,8.926813122945996,2022-05-31,1584
84,84,7.038665990620071,2022-05-31,1595
85,85,11.705200116639936,2022-05-31,1596
86,86,8.5155468369181,2022-05-31,1604
87,87,7.178839872158687,2022-05-31,1622
88,88,10.830161036607349,2022-05-31,1638
89,89,11.930270150648653,2022-05-31,1647
90,90,10.637268053818548,2022-05-31,1657
91,91,13.448774331777352,2022-05-31,1659
92,92,9.651974104452094,2022-05-31,1660
93,93,7.615583661365165,2022-05-31,1668
94,94,12.024227923032674,2022-05-31,1681
95,95,2.557459842469709,2022-05-31,1682
96,96,9.511708240231606,2022-05-31,1683
97,97,10.676864523268588,2022-05-31,1688
98,98,11.831500505094164,2022-05-31,1689
99,99,0.1823215567939546,2022-05-31,1698
100,100,10.690259356784855,2022-05-31,1717
101,101,8.708654849926264,2022-05-31,1721
102,102,6.365024385505119,2022-05-31,1723
103,103,11.02138835237844,2022-05-31,1735
104,104,9.355325778711771,2022-05-31,1741
105,105,8.506567336448024,2022-05-31,1745
106,106,4.371382688325093,2022-05-31,1760
107,107,7.745988897252142,2022-05-31,1764
108,108,10.14131965692467,2022-05-31,1768
109,109,11.369221882026403,2022-05-31,1769
110,110,11.501732446200172,2022-05-31,1771
111,111,3.5825740477430053,2022-05-31,1774
112,112,8.416578286403443,2022-05-31,1780
113,113,3.750397794092353,2022-05-31,1789
114,114,0.0,2022-05-31,1793
115,115,6.034897530029452,2022-05-31,1794
116,116,10.03437387504498,2022-05-31,1800
117,117,1.99197551589856,2022-05-31,1808
118,118,6.987300016535285,2022-05-31,1814
119,119,2.741420500577316,2022-05-31,1819
120,120,5.900058984355151,2022-05-31,1826
121,121,4.368383995632723,2022-05-31,1831
122,122,11.780955785443576,2022-05-31,1847
123,123,8.149312843635345,2022-05-31,1857
124,124,9.314436208264071,2022-05-31,1864
125,125,11.284221508214769,2022-05-31,1879
126,126,4.416355594997472,2022-05-31,1894
127,127,13.103205611700211,2022-05-31,1895
128,128,10.199473452583367,2022-05-31,1896
129,129,9.491984125418565,2022-05-31,1898
130,130,9.086748786811407,2022-05-31,1909
131,131,10.376673082911,2022-05-31,1914
132,132,3.792112708755589,2022-05-31,1920
133,133,11.030204220589647,2022-05-31,1926
134,134,7.748169645246916,2022-05-31,1928
135,135,10.12667110305036,2022-05-31,1940
136,136,8.935836797732334,2022-05-31,1947
137,137,9.240766564915916,2022-05-31,1955
138,138,10.952302672676067,2022-05-31,1967
139,139,11.483717577350946,2022-05-31,1972
140,140,11.172843479036242,2022-05-31,1981
141,141,2.87751164216656,2022-05-31,1985
142,142,0.8289884034713584,2022-05-31,1990
143,143,1.6331544390514163,2022-05-31,2013
144,144,8.243887284908963,2022-05-31,2029
145,145,9.234116955383804,2022-05-31,2037
146,146,8.12927817555096,2022-05-31,2038
147,147,9.68432182916364,2022-05-31,2043
148,148,-0.0010005003335835,2022-05-31,2044
149,149,5.803365331742698,2022-05-31,2048
150,150,5.471434189462306,2022-05-31,2062
151,151,6.92186920724908,2022-05-31,2063
152,152,3.711667815744368,2022-05-31,2068
153,153,10.086476673542837,2022-05-31,2074
154,154,6.18963279587878,2022-05-31,2080
155,155,9.333296227721974,2022-05-31,2084
156,156,9.821559343421418,2022-05-31,2089
157,157,8.366576326968614,2022-05-31,2103
158,158,2.627779689705598,2022-05-31,2105
159,159,10.84633394094384,2022-05-31,2106
160,160,6.306311782632405,2022-05-31,2109
161,161,8.70473310885159,2022-05-31,2116
162,162,10.087797746513104,2022-05-31,2117
163,163,9.708067990154586,2022-05-31,2118
164,164,7.074598495260282,2022-05-31,2122
165,165,11.12174177026943,2022-05-31,2126
166,166,4.638169664251199,2022-05-31,2132
167,167,10.060207286658466,2022-05-31,2136
168,168,9.8348574723753,2022-05-31,2156
169,169,10.398629122028424,2022-05-31,2157
170,170,4.266264992125175,2022-05-31,2161
171,171,3.994929301423895,2022-05-31,2162
172,172,7.196676832959222,2022-05-31,2182
173,173,6.038152503185544,2022-05-31,2186
174,174,7.412886991156474,2022-05-31,2219
175,175,11.867722655032113,2022-05-31,2222
176,176,11.520730446701808,2022-05-31,2225
177,177,10.383178080662647,2022-05-31,2227
178,178,12.149734103150807,2022-05-31,2231
179,179,6.1312330112010045,2022-05-31,2244
180,180,0.1142211440900228,2022-05-31,2249
181,181,8.978933271392531,2022-05-31,2251
182,182,11.580891617561674,2022-05-31,2263
183,183,10.4181433916531,2022-05-31,2266
184,184,3.1109342032426746,2022-05-31,2269
185,185,9.865099364737423,2022-05-31,2277
186,186,4.6938767919314826,2022-05-31,2280
187,187,10.4819322165149,2022-05-31,2283
188,188,0.6108519378331151,2022-05-31,2287
189,189,7.669467706277268,2022-05-31,2292
190,190,8.233447627405004,2022-05-31,2307
191,191,11.465928926292452,2022-05-31,2315
192,192,9.357222902682713,2022-05-31,2325
193,193,9.277049691475131,2022-05-31,2343
194,194,9.8825954239489,2022-05-31,2346
195,195,4.371167891339006,2022-05-31,2347
196,196,9.64597484023404,2022-05-31,2359
197,197,10.044842790159414,2022-05-31,2367
198,198,12.500543218881193,2022-05-31,2369
199,199,2.1091216957812464,2022-05-31,2370
200,200,10.392759229941564,2022-05-31,2399
201,201,10.933588389530456,2022-05-31,2405
202,202,2.291220762914996,2022-05-31,2408
203,203,2.497905135573657,2022-05-31,2412
