,Unnamed: 0,patrimonio,fecha_cierre,id
0,0,5.266171169886617,2023-01-31,27975
1,1,11.22277584395635,2023-01-31,32562
2,2,7.687694645844522,2023-01-31,4772
3,3,1.622748926493773,2023-01-31,27976
4,4,7.992650585196556,2023-01-31,32565
5,5,10.154474610570576,2023-01-31,61
6,6,11.277299822976914,2023-01-31,9364
7,7,1.5882142759824738,2023-01-31,13970
8,8,11.031444483460152,2023-01-31,18639
9,9,4.550344343704313,2023-01-31,52
10,10,3.010670145918198,2023-01-31,13973
11,11,7.030754022489116,2023-01-31,13977
12,12,8.216002148992805,2023-01-31,54
13,13,6.9641545158312566,2023-01-31,18651
14,14,3.9393852221839576,2023-01-31,27970
15,15,0.3791211327685624,2023-01-31,27971
16,16,1.4655675420143983,2023-01-31,4771
17,17,2.1455803441838808,2023-01-31,36460
18,18,6.903920937280523,2023-01-31,13242
19,19,9.70975291358976,2023-01-31,17867
20,20,1.5396590178261838,2023-01-31,17872
21,21,12.002915679897136,2023-01-31,22519
22,22,5.22612294699955,2023-01-31,31858
23,23,1.7944225866475387,2023-01-31,22526
24,24,6.273978286706954,2023-01-31,17886
25,25,8.386156968978153,2023-01-31,27246
26,26,3.7791085653064265,2023-01-31,27256
27,27,2.4270126713690976,2023-01-31,17912
28,28,7.964899878603029,2023-01-31,31879
29,29,6.156112084511649,2023-01-31,36499
30,30,5.353657461581201,2023-01-31,22547
31,31,8.046136527924505,2023-01-31,4071
32,32,4.85579659986358,2023-01-31,13294
33,33,1.9459101490553128,2023-01-31,8657
34,34,11.89409764143828,2023-01-31,13295
35,35,1.1326916023209723,2023-01-31,13296
36,36,4.876143440376609,2023-01-31,31900
37,37,2.255703107093915,2023-01-31,8667
38,38,1.1161247137527408,2023-01-31,27286
39,39,6.430884927671063,2023-01-31,17939
40,40,1.320421616969183,2023-01-31,13305
41,41,1.627474274920199,2023-01-31,4028
42,42,5.492485145625673,2023-01-31,4030
43,43,7.692172671472904,2023-01-31,22512
44,44,9.954047673217511,2023-01-31,13245
45,45,0.0305292050348228,2023-01-31,4035
46,46,3.0741274709813644,2023-01-31,36474
47,47,11.784277502740755,2023-01-31,8631
48,48,2.570319527636131,2023-01-31,4064
49,49,8.32005090822422,2023-01-31,4070
50,50,2.4106319970771795,2023-01-31,31885
51,51,7.976322020300853,2023-01-31,36502
52,52,8.536791091874955,2023-01-31,17922
53,53,5.870660389956303,2023-01-31,13290
54,54,11.195069189089764,2023-01-31,27277
55,55,7.906393629411484,2023-01-31,31896
56,56,11.736077016252436,2023-01-31,17934
57,57,10.93055639834521,2023-01-31,8666
58,58,1.7462389539262455,2023-01-31,22349
59,59,4.106240194468488,2023-01-31,8478
60,60,5.564934114837385,2023-01-31,17727
61,61,12.764461744275678,2023-01-31,31713
62,62,0.7045815581856084,2023-01-31,22358
63,63,3.9889470088413495,2023-01-31,17736
64,64,0.7222204280456523,2023-01-31,36333
65,65,4.102395400411812,2023-01-31,31612
66,66,0.3832194991608447,2023-01-31,3784
67,67,6.9448015624681085,2023-01-31,26987
68,68,15.559804323138245,2023-01-31,31622
69,69,0.6103089022509408,2023-01-31,3790
70,70,1.2095571826198366,2023-01-31,26999
71,71,9.431821502233912,2023-01-31,12991
72,72,10.86047849871563,2023-01-31,3819
73,73,12.016418704388729,2023-01-31,13027
74,74,1.082482906738226,2023-01-31,36281
75,75,5.136427650818459,2023-01-31,13042
76,76,0.0,2023-01-31,31681
77,77,2.176114428940097,2023-01-31,17686
78,78,5.196760718116371,2023-01-31,3852
79,79,7.613266706237845,2023-01-31,3865
80,80,3.070004517928578,2023-01-31,22320
81,81,3.421816668864891,2023-01-31,22321
82,82,2.6671587597261333,2023-01-31,3923
83,83,1.2686363176516582,2023-01-31,3924
84,84,0.597736995755287,2023-01-31,8507
85,85,1.1518370499054076,2023-01-31,13144
86,86,8.426999519930753,2023-01-31,31746
87,87,1.4583824375141443,2023-01-31,31754
88,88,9.882854038148851,2023-01-31,13155
89,89,3.4551488067546283,2023-01-31,13156
90,90,5.028750223521427,2023-01-31,13163
91,91,0.8372475245337022,2023-01-31,8535
92,92,0.5440669575457926,2023-01-31,31773
93,93,1.3862943611198906,2023-01-31,9360
94,94,5.404648411090308,2023-01-31,23241
95,95,10.159121451125326,2023-01-31,3973
96,96,7.865911684553911,2023-01-31,22450
97,97,5.299341841594225,2023-01-31,8559
98,98,6.773409989519137,2023-01-31,31805
99,99,10.915106645867503,2023-01-31,36408
100,100,0.9493385859203556,2023-01-31,27178
101,101,4.40847380468873,2023-01-31,17822
102,102,6.899236093551644,2023-01-31,3992
103,103,0.6015799870344548,2023-01-31,22471
104,104,3.732944185276037,2023-01-31,36338
105,105,2.179626185593598,2023-01-31,36344
106,106,0.714419315835485,2023-01-31,22262
107,107,1.8243879887197825,2023-01-31,8380
108,108,6.418122671682319,2023-01-31,12912
109,109,2.316980973277778,2023-01-31,17557
110,110,8.095892560636353,2023-01-31,8309
111,111,1.6618405912271488,2023-01-31,17558
112,112,2.4150205223238337,2023-01-31,3700
113,113,4.629921333450629,2023-01-31,36173
114,114,0.645531326618282,2023-01-31,12919
115,115,4.60731787804555,2023-01-31,22220
116,116,10.819798284210286,2023-01-31,3715
117,117,1.9922483299774585,2023-01-31,26946
118,118,11.98260662972988,2023-01-31,31576
119,119,8.327826233970807,2023-01-31,17580
120,120,5.175895462961916,2023-01-31,8328
121,121,7.696903764101028,2023-01-31,12934
122,122,3.967230628824241,2023-01-31,26951
